id,text,polarity,polarity_confidence,subjectivity,subjectivity_confidence;
"925478920341692416,""Sell and Recycle Electronics, Sell used Cell phones, Sell iPhone - iReTron - http://iReTron.com http://ref.gl/O7RurVdJ"",neutral,0.9561583995819092,subjective,0.8461530568888663";
"925476135835664384,""By @ davidphelan2009, only UK journalist to get full iPhone X review. The little things get you excited about new tech: “if the phone rings and it sees you’re looking at the screen, the iPhone thoughtfully lowers the ring volume.” http://www.independent.co.uk/life-style/gadgets-and-tech/features/iphone-x-review-apple-new-phone-price-features-hands-on-latest-first-a8028856.html …"",positive,0.684135913848877,subjective,1.0";
925476061353271296,they had twins test the face ID thing for the iPhone X and basically they can unlock each others phones lol...,neutral,0.6158403754234314,subjective,1.0;
925475979606106113,The bill for other infectious and parasitic diseases diagnoses in California averaged 66 iPhone 7՚s (a 29 ft line of phones) # trumpcare,neutral,0.7933677434921265,objective,0.9999999999998528;
"925475527325970432,""DAISEN Camera Tripod, Octopus Camera Holder and Phone # Tripod for iphone/Universal Smartphone/Cell phone/Camera… http://dlvr.it/PyZT9Z pic.twitter.com/bDr5aBs14T"",neutral,0.9752318859100342,objective,0.9999999998898503";
"925474110532075520,""First iPhone X reviews are out, and the verdict is: It’s a phone, and it has a screen!"",negative,0.4157036542892456,subjective,1.0";
925474063102853120,Went to the mall yesterday and was looking at iPhone X cases and a lil butt hurt it’s smaller than the plus phones,neutral,0.6310749053955078,subjective,1.0;
925473210472083456,Not exactly sure why apple is calling the iPhone x the future of the smart phone Only new things are edge to edge display and face ID,neutral,0.4085288941860199,subjective,0.9915926921184366;
"925473178494947329,""Reset iPhone settings in hopes to speed up phone. No speed increase, and I've spent the past week setting everything back just so."",negative,0.7882848978042603,subjective,1.0";
925472788554579968,The NYPD is giving up on its 36000 Windows phones and moving to iPhone https://goo.gl/fWV62p # DRUVAAN,neutral,0.849646806716919,objective,0.9999931013219797;
"925472378439614464,""You can also download the handbid app for iphone or android and search FixNation for the auction, its FUN on the phone :) Enjoy :) THX"",neutral,0.5883727669715881,subjective,1.0";
925471129652752384,I mean we are talking ~0.35% of the population and has a twin who has an iPhone and ends up with the law wanting to unlock their phone.,neutral,0.6902588605880737,subjective,1.0;
"925470742426382336,""Phone that WAS in stock on the original call and subsequent calls, it's only the iPhone 7 (128gb jet black) so not a high demand 8/8+ X"",negative,0.5508129000663757,subjective,1.0";
925469599528873985,Cuz last time I got an Android phone I didn't like it and end up buying an iPhone full price,neutral,0.5090938806533813,subjective,1.0;
925469408008523776,The iPhone X? I fake want it just cus I'm due for an upgrade and I'm like 3 generations behind but my phone works fine.,negative,0.8879284262657166,subjective,1.0;
925468605365604352,iPhone X: Up close and personal with Apple's new phone - CNET https://www.cnet.com/pictures/iphone-x-hands-on/#ftag=CAD590a51e …,neutral,0.9474045634269714,objective,0.9999562763378327;
"925467972763832321,""iPhone X is best yet and FaceID # works, mostly: reviewers # face # apple # phone http://newsinn.org/d/a/1797741 pic.twitter.com/HWNdWA6cmc"",positive,0.5728639364242554,objective,1.0";
"925467463755513856,""As someone who is in love with his 2010 Mac Pro and his iPhone 5S, I would sooner use a flip phone than the iPhone X."",positive,0.9633549451828003,subjective,1.0";
925466975853273089,Can you swipe up (or tap on phone screen) and then initiate Face ID for iPhone to unlock? Almost reversed actions of faceid and then swipe,neutral,0.7051069140434265,subjective,1.0;
925466356090327042,Phone due for upgrade soon... £70 a month and £200 upfront for iPhone X. Nahhhh just Nahhh,positive,0.3693704903125763,objective,0.9999999999999867;
925466331268419586,When your scrolling up and down your iPhone and the cracked screen actually cuts your thumb open time for a new phone widdup!,negative,0.7561017870903015,objective,0.9922823215802863;
925465631939493888,All apple has to do is make is make a bigger iPhone X and call it the iPhone XL and I’ll be happy the phone is too small smh,neutral,0.500039279460907,subjective,1.0;
"925465509260177408,""Phone cases iPhone 7,, 7 +,,,8,,,8+ on sale visit h&m cellular and more Goodyear 237 n… https://www.instagram.com/p/Ba7S18eBF5U/"",neutral,0.9503974318504333,objective,0.9999999999999758";
925465146591293441,Will the next year's phones be called iPhone 9 and iPhone XI ?,neutral,0.902178168296814,subjective,0.9997301184544503;
925464323513831424,my iPhone has only 8GB and is constantly full of stuff so I bought a phone with more space for apps and pics etc,negative,0.9045179486274719,subjective,1.0;
925463360166080512,Stupidest thing iphone ever did was change the headphone jack because I can't charge my phone and listen to music at th same time,negative,0.8317760825157166,subjective,1.0;
925463287436849154,Sir can I get a # OnePlus5 for free...I really very love your phone even more then # samsung and # iphone but can't afford it please send me,positive,0.9977695941925049,subjective,1.0;
925462607405953024,Another # iphone release and yet another phone slow down # iphonelaunchconspiracy @ apple,negative,0.510296106338501,objective,0.9936394146779151;
925462227884412929,Bape to Release iPhone 8 and iPhone X Cases: Bape is gearing up to release two new phone… https://goo.gl/fb/SAkZLW,neutral,0.8825125098228455,objective,0.9955683088486607;
925462193977651200,I had a dream that I got an iPhone X and I think that's a sign from God since I need a new phone.. DO YOU HEAR ME DAD!!!,positive,0.5848662257194519,subjective,1.0;
"925462095046438912,""BTW, my ass went and got an iPhone 8 Plus. This is my first tweet from my new phone."",neutral,0.46061986684799194,subjective,0.9944599165243111";
"925461930357248000,""how you own a phone that aint out, an iphone X at that. show it on youtube and not expect anything to happen?? https://twitter.com/NYDailyNews/status/924977952290467841 …"",neutral,0.6801379323005676,subjective,1.0";
"925461926569590784,""Just ordered the iPhone X & I feel sick for spending that much. This phone better improve my sleep, get me laid & and give me glowing skin."",negative,0.984893262386322,subjective,1.0";
"925460850806263809,""iphone 7,8, and 8+ is lowkey the same phone might as well get the iphone x"",neutral,0.49353426694869995,objective,0.9999998779231716";
925460284709462021,bought a new iphone and dropped it out of my gym locker so im using my very old android phone till tomorrow,positive,0.4829162061214447,subjective,1.0;
"925459166671486976,""DAISEN Camera Tripod, Octopus Camera Holder and Phone # Tripod for iphone/Universal Smartphone/Cell phone/Camera… http://dlvr.it/PyZ2xZ pic.twitter.com/QA3OeEvjBb"",neutral,0.9855637550354004,objective,0.9999999999993388";
925459154768101376,I think I have to bite the bullet and buy the new iPhone cause this phone is actually a monstrosity,neutral,0.43418559432029724,subjective,1.0;
925456716413702144,My speaker goes out the same week the iPhone X comes out. Coincidence? I think not because I threw my phone and broke it,negative,0.45415830612182617,subjective,1.0;
925456455423033344,Well that was a week too long with an iphone 4 ... phone is back from Aus and I am back on the grid!,negative,0.6260682344436646,subjective,1.0;
"925455939527901187,""#8: Octopus Style Portable and Adjustable Tripod Stand Holder for iPhone, Android Phone, Camera… https://goo.gl/fb/5w7SKK # Camera # Photo"",neutral,0.9703553915023804,objective,0.9999676391641821";
925454685292650497,iPhone X has Dolby Vision. Razer phone might have Dolby Atoms. Will a phone ever have both and light all the lights? # CircuitBreakerLive,neutral,0.3683377206325531,subjective,1.0;
925454113579716608,if you gettin the iPhone 5s or 6 in 2 weeks and dont wana pay for the phone go here to get it free ==> http://getweeklypaychecks.com/cp10.php?id=12130&campaign=i5si6 …,neutral,0.5982810258865356,subjective,1.0;
925453900894887936,Best Buy stops iPhone X premium price sales after buyers revolt The iPhone X is a pricey phone and Best Buy wasn’t… http://ift.tt/2iPDXPQ,positive,0.7117064595222473,objective,0.9999999999999505;
925453384664207360,Best Buy stops iPhone X premium price sales after buyers revolt The iPhone X is a pricey phone and Best Buy... http://fb.me/7F2RktOEu,positive,0.7117064595222473,objective,0.9999999999807152;
925453108808859649,Here's the latest on the # iPhone! Phone companies love to offer financing for phones. Minimum payments and... http://fb.me/zcxh37jU,positive,0.8975579738616943,objective,0.9987507628369147;
925452902038233088,Nigga I got two phones iPhone and a droid why is this a competition amongst black people,neutral,0.5605337023735046,subjective,1.0;
925450150759321601,in january i’m gunna get myself an iphone X and give my mom my 7 bc i’m sick of my message turning green bc of her android ass phone,negative,0.7167015075683594,subjective,1.0;
925449033677541377,I'm walking into the Apple Store to get the new iPhone and I drop my god damn phone on the ground and shatter the screen smh,positive,0.6310052871704102,subjective,1.0;
"925448244473278465,""iPhone give y'all the same phone, add a new color, and be like $5000"",neutral,0.5176913738250732,subjective,1.0";
925448201355845632,got a cute phone case for the first time in forever AND it's otter box. plus dylan got a new iphone 8 AND a case for the first time ever,positive,0.702487587928772,subjective,1.0;
"925447381046489088,""I could package my pewp in titanium, and it would be just as impressive as your phone. Nothing beats the iPhone. Nothing comes close."",positive,0.44391652941703796,subjective,1.0";
"925446867860590592,""I don’t like that the iPhone x doesn’t have a home button, and I don’t want to unlock my phone with facial recognition. I’m happy with my 8"",neutral,0.4600802958011627,subjective,1.0";
925446401743577088,The iPhone X is coming my way and I'm totally stoked! Can't wait to tell you about it while @ CES! # ad # tech # phones,positive,0.994568943977356,subjective,1.0;
925445792344653825,Ok Apple needa stop playing and making my phone crash cause a bitch don't got money to be buying the new IPhone right now shit,negative,0.914954423904419,objective,0.98633943270287;
925443148234547201,What were Apple thinking when they made the IPhone 8?? Can’t charge your phone and use headphones at the same time!!,neutral,0.6596251130104065,subjective,1.0;
925441821244903430,not sense of community using Google's phones. the iPhone is like a Jeep and Androids are like Toyota's lol. You get What I'm saying?,positive,0.5552729368209839,subjective,1.0;
925441377961431040,So glad I got an S8 and not another iPhone. Especially since all the 'new' stuff coming to the iPhone x is already on this phone,positive,0.6709683537483215,subjective,1.0;
"925441189297340416,""no. I have an iPhone 5C. It's the last 32 bit phone, and iOS 11 requires 64 bit."",neutral,0.4582587480545044,subjective,1.0";
925440726770393089,My iPhone 8 is activated and on but my 6 is the one getting all the notifications??? UMMM HELLO LOL NEW PHONE WORK PLS,negative,0.6364237666130066,subjective,1.0;
925440704964386816,i'm tweeting from my iphone and it is awkard because it's so small compared from my current phone,negative,0.6613326668739319,subjective,1.0;
925439508161679360,What do you think the odds are that I can cancel my iPhone X order and get a phone November 3rd?,neutral,0.7081437706947327,subjective,1.0;
925439206486368256,DREAMS COME TRUE: What The Font app for iPhone and Android identifies typefaces in the wild via camera phone photos! https://www.producthunt.com/posts/whatthefont-2?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Muzli+%28ID%3A+684%29 …,positive,0.5353707671165466,objective,0.9924893114671942;
925438217712816129,When you have an IPhone 7 Plus and you can’t listen to music and charge you’re phone at the same time,neutral,0.5680127143859863,subjective,1.0;
"925438104734978048µ2017-10-31 20:03µJust got my iPhone X tracking number and I'm already wondering ""Nigga did you REALLY need this phone?""µhttps://twitter.com/digitalpimpslap/status/925438104734978048,nan,neutral,0.407149076461792,subjective,0.7952850462814437";
925437391959216128,Sooo can Pixel 2's camera just shattered iPhone 8/X's. But iPhone is still a better phone until Pixel has exclusive features and hardware,neutral,0.5053097009658813,objective,0.9758142980779514;
925437380236017668,iPhone X: Up close and personal with Apple's new phone - CNET http://ift.tt/2iiIDtE,neutral,0.9011027812957764,objective,0.9999606653242984;
"925437110777245699µ2017-10-31 19:59µPSA: Females (or males) go to your photos on your iphone and search ""Brassiere"". Your phone made this folder automatically. Kinda scary...µhttps://twitter.com/DwaynesToBlame/status/925437110777245699,nan,neutral,0.407149076461792,subjective,0.7952850462814437";
925437058000281607,I never wanted an iPhone because my land line phone hardly rings got an iPod touch and it does all internet stuff with out monthly charges,negative,0.5128927826881409,subjective,1.0;
"925436956019916800,""I’m really contemplating putting aside rent, car note and phone bill aside to buy the iPhone 10"",neutral,0.6277210712432861,subjective,1.0";
925436897505300480,Get paid today. Get paid tomorrow. New work phone coming and leather case tomorrow. New iPhone X (personal phone) Friday. Interview today.,positive,0.5171794295310974,objective,0.99999924311304;
925436639035445248,my phone's been pretty shit lately and I don't even know why. I might just give up on Androids and get an iPhone kmao,negative,0.9953142404556274,subjective,1.0;
925435356782252032,So someone bought me the iPhone X and will arrive Friday right ? Bc this no phone thing kinda sucks.,negative,0.9988366961479187,subjective,1.0;
925433442749288448,# Upgrading your iPhone? Sell your old phone and let us help pay for your new phone! http://bit.ly/28OULx0,negative,0.5685255527496338,subjective,1.0;
925433226662957056,ICYMI (and now updated with video!): I've been using the iPhone X as my main phone and wrote early impressions http://business.financialpost.com/technology/personal-tech/iphone-x-first-impressions-a-few-hurdles-exist-but-will-still-extend-apple-dominance …pic.twitter.com/jZItCQcaVN,positive,0.5861805081367493,subjective,1.0;
925432082381377536,Keep in mind that a lot of Smartphone and iPhone owners have access to Facebook on their phone.,neutral,0.9051896333694458,objective,0.8678394945261299;
925431462194827265,So if you have a Twin and both yall get iPhone X.. You can open each other's phones. Lol,positive,0.5085642337799072,subjective,1.0;
925430671580921856,I wish Apple would spend less time on silly gimmicks for iPhone and more effort on making better accessories for their laptop/phone chargers,negative,0.5246240496635437,subjective,1.0;
925429875447664641,Connect your phone AND EVERYTHING ELSE to Viotek's Crescent Wireless Projector! http://bit.ly/2wcxqTO # iPhone # Bluetooth # Wirelesspic.twitter.com/qMIV6O6ebw,neutral,0.7377243041992188,subjective,0.9999999154884165;
925429796720570368,iPhone X is better than any and all android phones ever,positive,0.5333379507064819,objective,0.9744594703590121;
925429052084817920,I hate my phone. It’s so slow and lags all the time. Sprint just wants me to buy the new iPhone,negative,0.986836314201355,subjective,1.0;
925428836057174016,iPhone X: Up close and personal with Apple's new phone - CNET http://www.cmgarza.com/2017/10/iphone-x-up-close-and-personal-with.html …pic.twitter.com/B7E6z59LVi,neutral,0.6822248697280884,objective,0.9999999919392258;
"925428775621455872,""Apple has released iOS 11.1: we recommend it for iPhone 6 and newer, plus any phone already running iOS 11. Among … http://ift.tt/2e13aQd"",neutral,0.5460763573646545,subjective,1.0";
925428208169832448,This is phone is awesome with some killer features but note 8 is the better option... And keep in mind that note 8 cheaper than the iPhone X,positive,0.9968594312667847,subjective,0.999999366132022;
925427789997723648,The Iphone X is a joke lol it litteraly has the same hardware specs as the Iphone 8+ and doesnt come close to the newest Android Phones.,negative,0.5386311411857605,subjective,1.0;
"925426234493878273,""DAISEN Camera Tripod, Octopus Camera Holder and Phone # Tripod for iphone/Universal Smartphone/Cell phone/Camera… http://dlvr.it/PyY4tM pic.twitter.com/RUwoJXYbIS"",neutral,0.9437304735183716,objective,0.9999999999524418";
"925426128633741312,""Was looking through old pics, and found this photo from when I left my phone in a cab. Lost My iPhone plotted the coordinates every 15 mins: pic.twitter.com/3tHPbs38m4"",negative,0.7197218537330627,subjective,1.0";
925425810571497478,A future iPhone X scenario I'm already dreading: you're driving but the passenger is using your phone to play music and want to play a song.,negative,0.8827494978904724,subjective,1.0;
"925423246773768192,""Just bought a white/silver Apple Watch and I'm going to replace my phone next month with a white iPhone 7, we're getting there"",neutral,0.6253393292427063,subjective,1.0";
"925423174958886917,""@ virginmedia hi there, pre ordered iPhone X and asked to phone to finish the order. Didn’t get any clear help, any chance of a call back?"",neutral,0.7937455773353577,subjective,1.0";
"925422808422895618,""The iPhone X is supposed to be a bezel-less phone but with the notch and on-screen home button/area, some apps are having to add bezels."",neutral,0.6056938767433167,objective,0.7906363429819497";
925422256372703232,It’s a fucking IPhone. It identifies what it sees in the picture and does smart phone shit. If you don’t like it stop taking thirst traps https://twitter.com/tbhdaphne/status/925099020296622080 …,negative,0.6030725240707397,subjective,1.0;
925421321395298305,What you said is great. Chinese phones around £300 have same of not better spec than iPhone but your paying for software and build,positive,0.6580737233161926,subjective,1.0;
"925421077563629574,""No, my phone is more than slow, I almost has anothe iPhone 6 and it hasn’t been actualized and works perfectly."",negative,0.840341329574585,subjective,1.0";
925420649841127425,It just feels good to go along with progress and having the best # iPhone in many years.I’ve never been so excited for a phone since iPhone 5,positive,0.9836912155151367,subjective,1.0;
925420186060148739,. @ SamsungMobile I feel you would be complete if you let me swipe back and forward in all aspects of the phone. I know it's iPhone. But..,negative,0.5286469459533691,subjective,1.0;
925419029094944768,@ Apple i am deeply disappointed in your latest iphone software(s). Im just trying to work and your phone is too busy studying me to function,negative,0.9945322275161743,subjective,1.0;
925418981292253184,Gonna need “rent control” for phones soon… I pay $39 for my iPhone 6 and the roof leaks and has bugs!,neutral,0.4743987023830414,subjective,1.0;
925418965504897024,I have the 6 plus and it has slowed down my phone incredibly! Thankful my iPhone X arrives on Nov 3rd and my 6 will become my backup!,positive,0.8931230306625366,subjective,1.0;
925418925936074752,I agree and holds its price but no way is iPhone x worth the high cost. Other phones can do the job just as well if not better and cheaper https://twitter.com/techmanky/status/925416093270753280 …,negative,0.45392945408821106,subjective,1.0;
"925418823313907712,""I am running the beta 5 in my iPhone , and I don’t get any update . Is it correct ? Or my phone gets something wrong ?"",neutral,0.7473365068435669,subjective,1.0";
925418753738838017,Been given a replacement android phone while my iPhone is being fixed and I feel like Roy on The IT Crowd when he's homeless for 2 hours,neutral,0.5261427760124207,subjective,1.0;
"925418670884614147,""I only updated my phone to send bigger dancing lady emojis in texts, duh, and now my iPhone dies in one hour."",neutral,0.45106393098831177,subjective,1.0";
"925417876512632832,""DAISEN Camera Tripod, Octopus Camera Holder and Phone # Tripod for iphone/Universal Smartphone/Cell phone/Camera… http://dlvr.it/PyXprk pic.twitter.com/CF10dbVxwW"",neutral,0.9485242366790771,objective,0.9999999999560754";
925417259878768642,iPhone X: Up close and personal with Apple's new phone – CNET http://virtually2025.com/iphone-x-up-close-and-personal-with-apples-new-phone-cnet/ …,neutral,0.9077930450439453,objective,0.9999372467473538;
"925416058961498112,""Same phone with the same features, all this iPhone capability only makes people get it, and if you don’t your phone moves as slow as 2002"",negative,0.5466426014900208,subjective,1.0";
925415099359211520,http://www.trustedreviews.com/news/galaxy-s8-vs-iphone-x-3286424 … compare the specs. Hey iPhone is nice phone but it's more expensive and yesterdays tech and £2000 https://twitter.com/techmanky/status/925414113068564480 …,positive,0.5524420738220215,subjective,1.0;
"925414896615018496,""u know its hard reading all these 'andoid is crap' memes, relating 1000% and be stuck w ur shitty ass phone bc u are 2 broke 2 buy an iphone"",negative,0.9998874664306641,subjective,0.9999989771996135";
"925414283151859713,""So I’ve had the dreaded ‘misplaced dongle for iPhone 7 plus’ situation, I’ve had to open up a hotspot on my phone and use my iPad."",neutral,0.47492489218711853,subjective,1.0";
925414045972353024,I need my iPhone 6 back. My phone just be dying while I'm listening to music and I can't do anything about it.,negative,0.4892466962337494,subjective,1.0;
"925414007447674880,""Curious how my iPhone updated a month or so ago, before the new models are released, and somehow my mail settings were switched to automatic fetch, making my battery life suddenly seem a lot worse and, oh IDK, maybe make me feel like a new phone should fix it?"",neutral,0.6743932962417603,subjective,1.0";
925412920795725824,Great phone and great video Waiting for new videos on iPhone X @ MKBHDhttps://twitter.com/MKBHD/status/925301554277765121 …,positive,0.787163496017456,objective,0.9993518313831398;
925412456138268677,iPhone X: Up close and personal with Apple's new phone - CNET https://goo.gl/fb/3gSfCc,neutral,0.9011027812957764,objective,0.9998824182623698;
925412165984686082,Today I will be performing surgery on my iPhone... iPhone 4 was the worst and last surgery I did. Hopefully this phone will have less screws,negative,0.9891518354415894,subjective,1.0;
925411573153361920,[CNET] iPhone X: Up close and personal with Apple's new phone - CNET http://j.mp/2zl87Bh,neutral,0.9161887764930725,objective,0.8833730704386171;
925411435961835520,I hope its right because I tried on my cousin's phone and it worked but he has an iphone and I have a Microsoft,negative,0.49278950691223145,subjective,1.0;
"925411244810625024,""Work phone dead, laptop battery about to go and 11% on my iPhone"",negative,0.5551085472106934,subjective,0.9991581455761893";
925410881101553666,iPhone X: Up close and personal with Apple's new phone - CNET https://goo.gl/fb/VY2Lqu,neutral,0.9011027812957764,objective,0.9999978966789944;
"925410837015166976,""Talking Tech Tuesday - iPhone X Released, Pixel 2 XL Screen, Essential Phone Update, HTC and OnePlus: http://youtu.be/gwt0fF5TOwA?a via"",neutral,0.8863574862480164,objective,0.9999999733771914";
925410600754339841,not really sure how people think $1000 for a phone is expensive really. iPhone X is a must have and cheap too!,negative,0.8921301364898682,objective,0.9999041062275676;
925410403999461376,The Galaxy S8 looks like an iPhone and the iPhone X looks like a galaxy phone,neutral,0.6231850981712341,objective,0.9999959323409309;
925410369954308099,iPhone X: Up close and personal with Apple's new phone - CNET: Apple's most premium iPhone… https://goo.gl/fb/TkR7Y9,neutral,0.8697548508644104,objective,0.9999998953650434;
"925410332000038912,""@ FBI sent iPhone to Apple, hacked and ic3 never returned my request. Phone verified by at&t as having problems all because N Phoenix issue"",negative,0.4978625774383545,objective,0.9999833405444315";
"925410139003170816,""I’m cryin’. Hobi had an iPhone 5s wayback then, and Taehyung had a Samsung phone. Good old times. https://twitter.com/taehyungpic/status/925283338725728257 …"",neutral,0.8861260414123535,subjective,1.0";
