id,date,text,permalink,Brand,brand,polarity,sent,subjectivity
925040568228556800,2017-10-30 17:43,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/925040568228556800,Xiaomi,Xiaomi,0.0,neutral,0.0
925027989666123777,2017-10-30 16:53,"Top phone China Xiaomi,Huawei,Meizu... Etisalat teams with Huawei and Deloitte … http://www.capacitymedia.com/Article/3762971/Etisalat-teams-with-Huawei-and-Deloitte-to-promote-business-transformation …, see more http://tweetedtimes.com/v/413?s=tnp",https://twitter.com/ls1900/status/925027989666123777,Xiaomi,Xiaomi,0.5,positive,0.5
925014678052286465,2017-10-30 16:00,"I want to buy a phone strictly under 11000 excluding Xiaomi brand my priority is camera, battery and build quality",https://twitter.com/nimeshthakur0/status/925014678052286465,Xiaomi,Xiaomi,0.0,neutral,0.0
925013522769108992,2017-10-30 15:56,"@SinghHarpreet07 I want to buy a phone strictly under 11000 excluding Xiaomi brand my priority is camera, battery and build quality",https://twitter.com/nimeshthakur0/status/925013522769108992,Xiaomi,Xiaomi,0.0,neutral,0.0
925012499069411328,2017-10-30 15:52,"I want to buy a phone strictly under 11000 excluding Xiaomi brand my priority is camera, battery and build quality",https://twitter.com/nimeshthakur0/status/925012499069411328,Xiaomi,Xiaomi,0.0,neutral,0.0
925012380270002176,2017-10-30 15:51,"I want to buy a phone strictly under 11000 excluding Xiaomi brand my priority is camera, battery and build quality",https://twitter.com/nimeshthakur0/status/925012380270002176,Xiaomi,Xiaomi,0.0,neutral,0.0
925012177886396417,2017-10-30 15:51,"I want to buy a phone strictly under 11000 excluding Xiaomi brand my priority is camera, battery and build quality",https://twitter.com/nimeshthakur0/status/925012177886396417,Xiaomi,Xiaomi,0.0,neutral,0.0
924987503723114497,2017-10-30 14:13,"My answer to Why is Xiaomi not selling as many phones as Oppo, Huawei and Vivo in India and South East Asia in 2016… https://www.quora.com/Why-is-Xiaomi-not-selling-as-many-phones-as-Oppo-Huawei-and-Vivo-in-India-and-South-East-Asia-in-2016-2017/answer/Pranav-198?share=6292e517 …",https://twitter.com/seepranavg/status/924987503723114497,Xiaomi,Xiaomi,0.5,positive,0.5
924976739524083712,2017-10-30 13:30,Just like Xiaomi phones assembled in India and advertised as Made in India....,https://twitter.com/POPUP809/status/924976739524083712,Xiaomi,Xiaomi,0.0,neutral,0.0
924971469070839810,2017-10-30 13:09,"Well, I hope they can get the phone quick and cheap to the EU. No more importing would be great for all.",https://twitter.com/TechTabletscom/status/924971469070839810,Xiaomi,Xiaomi,0.32083333333333336,positive,0.6125
924966927650275328,2017-10-30 12:51,https://goo.gl/qoc2GM Compare # xiaomi # mobile # Phones_prices and read # xiaomi Mobile Phones # reviews before you buy.pic.twitter.com/wAy1zXUmO8,https://twitter.com/Lucyeva11/status/924966927650275328,Xiaomi,Xiaomi,0.0,neutral,0.0
924957380940587009,2017-10-30 12:13,"Check out the XiaoMi phones, they're a third of the price of The big brands of you buy from China online and they're amazing.",https://twitter.com/TheAKeys/status/924957380940587009,Xiaomi,Xiaomi,0.20000000000000004,positive,0.3333333333333333
924946155884118016,2017-10-30 11:28,Very Surprising and need to rethink before buying Redmi Phones. @ manukumarjain is this correct ?pic.twitter.com/HeZlfwpE04,https://twitter.com/reyazus/status/924946155884118016,Xiaomi,Xiaomi,0.91,positive,0.65
924935757839572992,2017-10-30 10:47,"so, looking at the new phones. note8 or xiaomi or waiting 6 months and moving to optus for the same shite deals on the same phones",https://twitter.com/toliman/status/924935757839572992,Xiaomi,Xiaomi,0.04545454545454545,neutral,0.2348484848484849
924901919897763840,2017-10-30 08:32,"To all those who r using Xiaomi, OnePlus, Oppo, Vivo and made in China phones. Will you throw yr phones in name of Unity? # BJPMadeInChina",https://twitter.com/nickmitul/status/924901919897763840,Xiaomi,Xiaomi,0.0,neutral,0.0
924841054645424129,2017-10-30 04:31,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/924841054645424129,Xiaomi,Xiaomi,0.0,neutral,0.0
924737350789357568,2017-10-29 21:38,Hampir semua jenis phone 32gb internal and below dh cecah 1k. Noob nak mampus takleh fight xiaomi. Hahahaha,https://twitter.com/ciddhere/status/924737350789357568,Xiaomi,Xiaomi,0.1,positive,0.25
924704030433058816,2017-10-29 19:26,@ XiaomiIndia using xiaomi a1 since a month now and its amazing untill the new update it just doesn't charge my phone have to restarted to charge it idky and its faced by many of my friends too # fixit please,https://twitter.com/Thegujjuchokro/status/924704030433058816,Xiaomi,Xiaomi,0.4121212121212121,positive,0.6181818181818182
924699761931890688,2017-10-29 19:09,I've just posted a new blog: Samsung and Xiaomi contributes to nearly forty five% of the phone marketplace http://ift.tt/2xwoO8r,https://twitter.com/GoolReal1/status/924699761931890688,Xiaomi,Xiaomi,0.11818181818181818,positive,0.4272727272727273
924664739833278465,2017-10-29 16:50,"There re only two Android Phone Manufacturers in the world, @ xiaomi and others!",https://twitter.com/salisu_salim/status/924664739833278465,Xiaomi,Xiaomi,0.0,neutral,1.0
924554665693298689,2017-10-29 09:33,The problem with @ xiaomi # phones is the poor integration with @ GoogleInCA Assistant and @ Android auto .,https://twitter.com/ijazbm/status/924554665693298689,Xiaomi,Xiaomi,-0.4,negative,0.6
924551140766662656,2017-10-29 09:19,@ C4EAsh is using the embargo Xiaomi phone and I don't think its the Mi Note 3. Looks like Xiaomi has something new to offer.,https://twitter.com/iRishabhM/status/924551140766662656,Xiaomi,Xiaomi,0.13636363636363635,positive,0.4545454545454545
924511718155304961,2017-10-29 06:42,@ XiaomiIndia your after sale service is very bad. Your costumer service provides poor service. I will never ever buy ur phone and not recommended Anyone to buy xiaomi phone,https://twitter.com/SyedZee57880403/status/924511718155304961,Xiaomi,Xiaomi,-0.6549999999999999,negative,0.7333333333333334
924508090845691904,2017-10-29 06:28,"Thanks for the advice, and yeah these first phones are in a type of phase beta at first with some problems",https://twitter.com/oias_/status/924508090845691904,Xiaomi,Xiaomi,0.2333333333333333,positive,0.2888888888888889
924492203623301120,2017-10-29 05:24,Xiaomi 2 Nov ko konsa phone launch Kar sakte he? And pixel 2 la unboxing bahut jabbar dast Tha. @ TechnicalGuruji # Bologuruji,https://twitter.com/jaykachhiya2/status/924492203623301120,Xiaomi,Xiaomi,0.0,neutral,0.0
924481902995820544,2017-10-29 04:43,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/924481902995820544,Xiaomi,Xiaomi,0.0,neutral,0.0
924468790242566145,2017-10-29 03:51,Like and Share if you want this Original Phone cases for xiaomi redmi 3s cas ... https://www.cbsaless.com/original-phone-cases-for-xiaomi-redmi-3s-case-silicone-3-s-pro-for-redmi-3x-case-back-cover-luxury-for-redmi-3-pro-case-cute-dog/ …pic.twitter.com/xrjhROnXAu,https://twitter.com/PeterDonk2/status/924468790242566145,Xiaomi,Xiaomi,0.375,positive,0.75
924433901031890944,2017-10-29 02:33,"The iPhone was knocked out by me, and I used my xiaomi phone",https://twitter.com/s34P4VBZcSqzrDl/status/924433901031890944,Xiaomi,Xiaomi,0.0,neutral,0.0
924425318169014272,2017-10-29 01:59,Xiaomi Redmi Note 4 (S625) price in Nigeria - phone specs and features https://goo.gl/fb/djkdv5,https://twitter.com/_joetech17/status/924425318169014272,Xiaomi,Xiaomi,0.0,neutral,0.0
924387253643706368,2017-10-28 23:27,@ XiaomiIndia @ xiaomi How to fix this? Please help. Phone - Mi A1. Carrier - Airtel. I am unable to call and send SMS. pic.twitter.com/91mdhW8dex,https://twitter.com/ssngage/status/924387253643706368,Xiaomi,Xiaomi,-0.5,negative,0.5
924352698526380035,2017-10-28 21:10,"Retweeted Pride News ( @ pridenewsza): Xiaomi Mi MIX 2 review: A phone for performance, pricing and design... http://fb.me/6LZkFaWwU",https://twitter.com/Giga__/status/924352698526380035,Xiaomi,Xiaomi,0.0,neutral,0.0
924352644902277120,2017-10-28 21:10,Like and Share if you want this Original Phone cases for xiaomi redmi 3s cas ... https://www.cbsaless.com/original-phone-cases-for-xiaomi-redmi-3s-case-silicone-3-s-pro-for-redmi-3x-case-back-cover-luxury-for-redmi-3-pro-case-cute-dog/ …pic.twitter.com/sMkZMRkFZA,https://twitter.com/PeterDonk2/status/924352644902277120,Xiaomi,Xiaomi,0.375,positive,0.75
924351499328778241,2017-10-28 21:05,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/924351499328778241,Xiaomi,Xiaomi,0.0,neutral,0.0
924303620950188032,2017-10-28 17:55,Check out the list of the best places in the US and EU where you can buy Xiaomi Phones https://xiaomifirmware.com/guides-and-tips/top-shops-buy-xiaomi-phone/ … # xiaomi # miphones # miuipic.twitter.com/Po1q8iYhW1,https://twitter.com/xiaomifirmware/status/924303620950188032,Xiaomi,Xiaomi,1.0,positive,0.3
924266875495751681,2017-10-28 15:29,@ OPPOMalaysia may you recommend me which phone for selfie is good? Because right now I am using my Xiaomi Redmi Note 4 selfie camera and...,https://twitter.com/gamerboy12457/status/924266875495751681,Xiaomi,Xiaomi,0.4928571428571428,positive,0.5678571428571428
924256434820235264,2017-10-28 14:48,I gave my phone for service 3 times and still the same issue and this guyz are not ready to change my phone. One of the worst service,https://twitter.com/sayedlucky/status/924256434820235264,Xiaomi,Xiaomi,-0.3666666666666667,negative,0.5416666666666666
924256004941869056,2017-10-28 14:46,@ MiIndiaSupport @ xiaomi @ RedmiIndia Never ever buy redmi phone. I purchased redmi 4 and same day I m unable to access galary,https://twitter.com/sayedlucky/status/924256004941869056,Xiaomi,Xiaomi,-0.25,negative,0.3125
924169937136095234,2017-10-28 09:04,Problem from both sides. @ xiaomi phone doesn't support 4G band from all the operators and Operators also not providing band as per devices.,https://twitter.com/madclicx/status/924169937136095234,Xiaomi,Xiaomi,0.0,neutral,0.0
924150279833923584,2017-10-28 07:46,Thanks @ XiaomiIndia for this amazing product mi band hrx edition I like the call notification which helps me see whose calling while I’m driving or in meeting and don’t have to take my phone out of pocket all the time. Amazing battery life # miband # mibandhrx # xiaomi pic.twitter.com/GimTtvXP1R,https://twitter.com/b4u_mayank/status/924150279833923584,Xiaomi,Xiaomi,0.4666666666666667,positive,0.6666666666666666
924126752733003776,2017-10-28 06:12,phone reviews specifications and price: Xiaomi Redmi 5a full specifications and price http://www.rokulab.com/2017/10/xiaomi-redmi-5a-full-specifications-and-price.html#.WfQDtqZY4XQ.twitter …,https://twitter.com/wisdomx13/status/924126752733003776,Xiaomi,Xiaomi,0.35,positive,0.55
924116807702728704,2017-10-28 05:33,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/924116807702728704,Xiaomi,Xiaomi,0.0,neutral,0.0
924075397372837889,2017-10-28 02:48,# Xiaomi # MiA1 and # Redmi # Note5A Now Available in # Pakistan.... https://phonesmart.pk/xiaomi-mi-a1-redmi-note-5a-now-available-pakistan/ … via @ Phone Smart,https://twitter.com/Phone_Smart_PK/status/924075397372837889,Xiaomi,Xiaomi,0.3071428571428572,positive,0.5214285714285715
924052914724917248,2017-10-28 01:19,hi I forgot my phone lock. and I tried many times. then my phone locked up for 2 hours. fingerprint reader is not working.please contact me,https://twitter.com/Sknwalker/status/924052914724917248,Xiaomi,Xiaomi,0.5,positive,0.5
924026463065706496,2017-10-27 23:34,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design http://rviv.ly/2tFWn",https://twitter.com/pridenewsza/status/924026463065706496,Xiaomi,Xiaomi,0.0,neutral,0.0
924023160566988800,2017-10-27 23:21,@ XiaomiIndia have been using mi phones since the day xiaomi mi3 was launched in the country. And now mi mix2 is here and cannot afford it,https://twitter.com/AmarMehta17/status/924023160566988800,Xiaomi,Xiaomi,0.0,neutral,0.0
924007999626203136,2017-10-27 22:20,I liked a @ YouTube video http://youtu.be/Z8DIom7lCic?a How to download miui paid Theme without credit and apply easily on any Xiaomi phones,https://twitter.com/Tousifbinparves/status/924007999626203136,Xiaomi,Xiaomi,0.5166666666666666,positive,0.8166666666666667
923938633739993088,2017-10-27 17:45,Bhai mujhe toh chahiye hi nahi naya phone haan magar aaj ke baad @ XiaomiIndia ka koi phone nai lena and same warning goes for everyone before they buy Xiaomi phones consider it's reliability first.,https://twitter.com/Pahuja_simar/status/923938633739993088,Xiaomi,Xiaomi,0.125,positive,0.22916666666666666
923900740279529472,2017-10-27 15:14,Not buying Lenovo and Motorola phones from now Xiaomi and Samsung are great phones with good price and updates,https://twitter.com/AkashKShetty/status/923900740279529472,Xiaomi,Xiaomi,0.75,positive,0.675
923847708049276930,2017-10-27 11:43,"Top phone China Xiaomi,Huawei,Meizu... Craig Brown, PhD on Twitter: ""LG U+ and … https://twitter.com/i/web/status/923769504500297728 …, see more http://tweetedtimes.com/v/413?s=tnp",https://twitter.com/ls1900/status/923847708049276930,Xiaomi,Xiaomi,0.5,positive,0.5
923842995073400832,2017-10-27 11:25,"To put that in perspective, # Xiaomi had a good run and sold 4 Million phones in India in the Diwali month. # iPhoneXpic.twitter.com/p4ZUVEoltk",https://twitter.com/Smartprix/status/923842995073400832,Xiaomi,Xiaomi,0.7,positive,0.6000000000000001
923816861531242497,2017-10-27 09:41,look at the fucking essential phone and the xiaomi mi mix 2. those are phones that Know.,https://twitter.com/mounteery/status/923816861531242497,Xiaomi,Xiaomi,0.0,neutral,0.3
923771892212871168,2017-10-27 06:42,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/923771892212871168,Xiaomi,Xiaomi,0.0,neutral,0.0
923709920502939648,2017-10-27 02:36,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/923709920502939648,Xiaomi,Xiaomi,0.0,neutral,0.0
923698779852750848,2017-10-27 01:52,Ni mentol xiaomi. Bleh control tukar2 warna and on off kat phone hahahaha,https://twitter.com/ibnjamalullail/status/923698779852750848,Xiaomi,Xiaomi,0.2,positive,0.5
923634511400833024,2017-10-26 21:36,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/923634511400833024,Xiaomi,Xiaomi,0.0,neutral,0.0
923586811082940417,2017-10-26 18:27,@ xiaomi @ XiaomiIndia i had buy mi 4 phone last month and yesterday its touch not working today i m going service center they had charge 6000,https://twitter.com/kunal8130/status/923586811082940417,Xiaomi,Xiaomi,-0.05,neutral,0.08333333333333334
923573111353614342,2017-10-26 17:32,"DIEHARD FAN OF XIAOMI PRODUCTS. Bought 25 Phone since last year for myself, family and friends. @ XiaomiIndia @ amazonIN @ Flipkart",https://twitter.com/gsrana4580/status/923573111353614342,Xiaomi,Xiaomi,0.0,neutral,0.06666666666666668
923561248142147584,2017-10-26 16:45,"Wi-Fi KRACK Attacks, Jio Phone Pre-Bookings, Xiaomi Redmi 5A Launch, and More: Your 360 Daily http://dlvr.it/PxjQgk # gadgets # tech # newspic.twitter.com/9FZozttpVz",https://twitter.com/CocoGadgets/status/923561248142147584,Xiaomi,Xiaomi,0.25,positive,0.25
923561108819939330,2017-10-26 16:45,"Brands like Karbonn, Micromax, and now Xiaomi, are making # AndroidOne phones with # androidoreo. # vmaghttp://mnsvmag.com/news/2017-10-15/android-one-karbonn-xiaomi-android-8-oreo …",https://twitter.com/mnsvmag/status/923561108819939330,Xiaomi,Xiaomi,0.0,neutral,0.0
923559281718431746,2017-10-26 16:37,I don't think I'll b able to go back to standard androids after having the xiaomi miui I love the system and aesthetic of this phone so much,https://twitter.com/alexandra_twt/status/923559281718431746,Xiaomi,Xiaomi,0.24,positive,0.28500000000000003
923551326629380096,2017-10-26 16:06,"Bought Redmi 4 just 4 months ago and trust me this phone is so smart enough that it itself restarts after every 20 mins and not letting me know what went wrong, just like a small kid hiding from it's mom. Great work! Xiaomi!! @ xiaomi @ XiaomiUSA @ XiaomiIndia",https://twitter.com/Pahuja_simar/status/923551326629380096,Xiaomi,Xiaomi,0.09285714285714286,neutral,0.6385714285714286
923541975294386177,2017-10-26 15:29,@ hbarra My 3+ years old # Mi3 is not letting me buy a new phone. Still works flawless and gets latest updates. # ThankU @ xiaomi @ XiaomiIndia,https://twitter.com/brahmverma/status/923541975294386177,Xiaomi,Xiaomi,0.4340909090909091,positive,0.6386363636363637
923539069111500800,2017-10-26 15:17,Multifunctional mobile phone bag for xiaomi 5 case for iPhone 6 6s and case for iPhone 7 real leather mobile phone case pic.twitter.com/QBI6iUSGnS,https://twitter.com/TheSmartShoping/status/923539069111500800,Xiaomi,Xiaomi,0.2,positive,0.30000000000000004
923530095376994304,2017-10-26 14:41,"Samsung sold 9.4mn phones, Xiaomi sold 9.2mn. Samsung had YoY growth of 30%. And Xiaomi? 290%!!",https://twitter.com/rajupp/status/923530095376994304,Xiaomi,Xiaomi,0.0,neutral,0.0
923526736582672385,2017-10-26 14:28,I liked a @ YouTube video http://youtu.be/CimO-m4xyvg?a Mi A1 Unboxing and First Impression |Xiaomi A1 Android one phone Unboxing and,https://twitter.com/heyinayak/status/923526736582672385,Xiaomi,Xiaomi,0.425,positive,0.5666666666666667
923516941721128960,2017-10-26 13:49,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design https://www.pridenews.co.za/2017/10/26/xiaomi-mi-mix-2-review-a-phone-for-performance-pricing-and-design/ …",https://twitter.com/pridenewsza/status/923516941721128960,Xiaomi,Xiaomi,0.0,neutral,0.0
923471205679673344,2017-10-26 10:47,http://Israelopadeyi.com - Wealth And Tech Digest Xiaomi to announce new phone series in India on November 2 Xiaomi Indi... pic.twitter.com/yOIljU57PJ,https://twitter.com/israelopadeyi/status/923471205679673344,Xiaomi,Xiaomi,0.13636363636363635,positive,0.4545454545454545
923430693933170688,2017-10-26 08:06,Business Idea: Fake Xiaomi phones and call them Naomi.,https://twitter.com/scaryhairyman/status/923430693933170688,Xiaomi,Xiaomi,-0.5,negative,1.0
923376030357819393,2017-10-26 04:29,I added a video to a @ YouTube playlist http://youtu.be/oPaP_PsO6DU?a Xiaomi Redmi 4x Unboxing And Review Most Budget phone 2017,https://twitter.com/waleed_1234/status/923376030357819393,Xiaomi,Xiaomi,0.5,positive,0.5
923361933264289792,2017-10-26 03:33,Mi A1 Unboxing and First Impression |Xiaomi A1 Android one phone Unboxing and Overview |: http://youtu.be/CimO-m4xyvg?a via @ YouTube,https://twitter.com/heyinayak/status/923361933264289792,Xiaomi,Xiaomi,0.25,positive,0.3333333333333333
923361103589138432,2017-10-26 03:30,I added a video to a @ YouTube playlist http://youtu.be/CimO-m4xyvg?a Mi A1 Unboxing and First Impression |Xiaomi A1 Android one phone,https://twitter.com/heyinayak/status/923361103589138432,Xiaomi,Xiaomi,0.25,positive,0.3333333333333333
923262179050250241,2017-10-25 20:57,HIFI stereo earphones bluetooth headphone music headset FM and support SD card with mic for mobile xiaomi phone… http://www.wonderstox.com/product/hifi-stereo-earphones-bluetooth-headphone-music-headset-fm-and-support-sd-card-with-mic-for-mobile-xiaomi-phone-samsung-tablet/ …,https://twitter.com/wonderstox/status/923262179050250241,Xiaomi,Xiaomi,0.0,neutral,0.0
923250179548971010,2017-10-25 20:09,Congratulations team Xiaomi.. Keep growing.. And keep making phones with great value for money.. And i wish to win Mi A1 @ manukumarjainpic.twitter.com/yoO1ny436I,https://twitter.com/hadavlevikas/status/923250179548971010,Xiaomi,Xiaomi,0.8,positive,0.575
923231541064552448,2017-10-25 18:55,Which LG did you own? Have you looked at the latest Huawei or Xiaomi phones? They are extremely sleek looking and have great specs.,https://twitter.com/i_am_angel10/status/923231541064552448,Xiaomi,Xiaomi,0.44375,positive,0.9125
923174070245609472,2017-10-25 15:07,@ AndroidAuth Lookin into budget phones. Can't decide between Xiaomi Mi Note 2 and the Moto G5S Plus. Can you make the final decision please?,https://twitter.com/CosmoYamon/status/923174070245609472,Xiaomi,Xiaomi,0.0,neutral,1.0
923164648077012992,2017-10-25 14:29,"CONVERSATION AND SAID ""Oh my God! Your dad got an iPhone, why do you only have a Xiaomi? Why not an iPhone??"" LEAVE ME BE I LOVE THIS PHONE pic.twitter.com/0t7Kf33pH4",https://twitter.com/riotIive/status/923164648077012992,Xiaomi,Xiaomi,0.25,positive,0.8
922989412493025280,2017-10-25 02:53,"freemaz: Jio Phone Explosion, WhatsApp Group Calls, Xiaomi Redmi Note 5, and More: Your 360 Daily http://ift.tt/2h3pvjv # mobile # tech # n…",https://twitter.com/JenkinAnthony/status/922989412493025280,Xiaomi,Xiaomi,0.25,positive,0.25
922987599274356738,2017-10-25 02:46,"Jio Phone Explosion, WhatsApp Group Calls, Xiaomi Redmi Note 5, and More: Your 360 Daily http://ift.tt/2h3pvjv # mobile # tech # news",https://twitter.com/freemaz/status/922987599274356738,Xiaomi,Xiaomi,0.25,positive,0.25
922947532669403136,2017-10-25 00:06,@ MKBHD Can you do reviews of midrange phones or flagship phones of Xiaomi and Huawei? Not everyone can afford Apple & Samsung # Flagships :p,https://twitter.com/hjred21/status/922947532669403136,Xiaomi,Xiaomi,0.75,positive,1.0
922878896105820160,2017-10-24 19:34,"J'aime une vidéo @ YouTube : ""Xiaomi Power Bank 2 20,000 mAh Battery Pack for Laptops, iPad and Smart Phones"" à l'adresse",https://twitter.com/walid234/status/922878896105820160,Xiaomi,Xiaomi,0.21428571428571427,positive,0.6428571428571429
922865060313288705,2017-10-24 18:39,"Hopefully EIS , this is my first @ xiaomiarabia phone and I think this could be my best phone (with future update)",https://twitter.com/Aymahalawa/status/922865060313288705,Xiaomi,Xiaomi,0.4166666666666667,positive,0.25277777777777777
922851549340143616,2017-10-24 17:45,"And also xiaomi made a bezeless phone last year, the mi mix",https://twitter.com/subistefanos/status/922851549340143616,Xiaomi,Xiaomi,0.0,neutral,0.06666666666666668
922849690672021504,2017-10-24 17:38,"Jio Phone Explosion, WhatsApp Group Calls, Xiaomi Redmi Note 5, and More: Your 360 Daily http://saituchfashion.blogspot.com/2017/10/jio-phone-explosion-whatsapp-group.html …",https://twitter.com/Nsaishankarcha2/status/922849690672021504,Xiaomi,Xiaomi,0.25,positive,0.25
922848579257012224,2017-10-24 17:33,"Xiaomi Mi MIX 2 review: A phone for performance, pricing and design - Livemint: http://bit.ly/2i1RJKY",https://twitter.com/fusioneletronix/status/922848579257012224,Xiaomi,Xiaomi,0.0,neutral,0.0
