username;date;text;hashtags;id;permalink,,,,,,,,,,,,,,
";2018-02-28 23:07;""Samsung appreciation tweet for staying original and having the most beautiful phone designs Iâ€™ve seen to date"";;""968971049491714048"";https://twitter.com/lttgtweets/status/968971049491714048",,,,,,,,,,,,,,
";2018-02-28 23:02;""Talk about timing", my Samsung Galaxy A3 just died after two and a bit years. Not a crack on the screen, despite dropping it more than enough times. Biggups phone," gone but not forgotten xoxox"";;""968969802059538432"";https://twitter.com/JonnoUK/status/968969802059538432",,,,,,,,,,,
";2018-02-28 23:00;""# Samsung # GalaxyS9 and S9+ are available for pre-orders across Canada"," and officially launch on March 16th!: http://ow.ly/62Ii30iFOHF # mobile # mobilenews # technews # wireless # phones # cellphones # smartphone # smartphonespic.twitter.com/XMBhL45uGO"";# # # # # # # # # #;""968969142819786752"";https://twitter.com/comparecellular/status/968969142819786752",,,,,,,,,,,,,
";2018-02-28 22:46;""Ughh I just got my Note 8 and now there's a new phone @ SamsungMobile you need to stop."";;""968965662369636353"";https://twitter.com/Z3an_Ana/status/968965662369636353",,,,,,,,,,,,,,
";2018-02-28 22:42;""Time for a new phone"," when I can get to the O2 shop. What's good these days? Upgrading from Samsung S6 edge. Not bothered about getting the latest model and paying over the odds"";;""968964648795025408"";https://twitter.com/Yorkie_Jock/status/968964648795025408",,,,,,,,,,,,,
";2018-02-28 22:42;""News of Noteâ€”AT&T on paid prioritization", Nokiaâ€™s Matrix phone," Samsungâ€™s Bixby 2.0 and more https://qiosk.app.link/TpRATLKLUK"";;""968964549406806017"";https://twitter.com/QioskTech/status/968964549406806017",,,,,,,,,,,,
";2018-02-28 22:42;""So I tested my 3 year old Samsung Galaxy S6 against a new iPhone 8 earlier today"," and I was surprised at how little the difference in image quality was from the respective cameras. Just a shame subsequent Samsung phones make me so dizzy"";;""968964537461420032"";https://twitter.com/TheSteveRiley/status/968964537461420032",,,,,,,,,,,,,
";2018-02-28 22:41;""Samsung DeX: The Evolution of Mobile-Powered Computing. Now supporting higher resolution and utilising your phone as the touchpad and keyboard for even more flexibility and mobility. Alexander Bradley @ leighbentley @ leewil1 @ Rsantucc Michael Cefaiâ€¦https://lnkd.in/fijf8ry"";;""968964383354351616"";https://twitter.com/vournazos/status/968964383354351616",,,,,,,,,,,,,,
";2018-02-28 22:38;""I really am starting to despise Apple and Apple products. So glad I switched my phone back to Samsung"";;""968963659086073858"";https://twitter.com/JeffMachia/status/968963659086073858",,,,,,,,,,,,,,
";2018-02-28 22:35;""Itâ€™s Samsung catching up to every other phone out there with an arguably better camera. They lost the chance to innovate. Phone manufacturers should stop the 1 year cycle on phones and do it every two years. Hard pass from me."";;""968962958406705152"";https://twitter.com/ARayRods/status/968962958406705152",,,,,,,,,,,,,,
";2018-02-28 22:35;""The samsung s9 is truly a piece of art and the future of mobile phones ...But I'm sure I'm not the only one thinking... when will the oreo update be hitting the UK! ...taking to long! @ SamsungUK"";;""968962939658088452"";https://twitter.com/LukeJay77321409/status/968962939658088452",,,,,,,,,,,,,,
";2018-02-28 22:32;""@ SamsungSupport I have a question. I love your phone"," however when I connect my Bluetooth to my dad's truck. It starts cutting out over and over again. My dad uses his iPhone and has no problem. I have a Samsung s8"";;""968962024658100224"";https://twitter.com/Icefire2231/status/968962024658100224",,,,,,,,,,,,,
";2018-02-28 22:30;""[Update: Demo video] â€˜Linux on Galaxyâ€?will bring the desktop OS to Samsung phones and DeX https://fb.me/UqZLLLKU"";;""968961653910966281"";https://twitter.com/ottmobdev/status/968961653910966281",,,,,,,,,,,,,,
";2018-02-28 22:29;""For 30% off @ anoellejay apparel", accessories, iPhone and @ samsung phone cases," & tshirts on @ society6 Click here >>> http://buff.ly/2FaUuHl Easter and Mother's Day is around the corner! # BlackArtists # BlackHistoryMonth # blackgirlsrock # blackart # BlackGirlMagic Run in style!pic.twitter.com/Z9ovXv9TWT"";# # # # #;""968961504564346880"";https://twitter.com/ANoelleJay/status/968961504564346880",,,,,,,,,,,
";2018-02-28 22:28;""#5: Bluetooth Headset "," Wireless Earbud In-Ear headphone Earpiece Earphone for apple iPhone 7 7 plus 6s 6s plus and Samsung Galaxy S7 S8 and Android Phones http://dlvr.it/QJDFHX"";#5;""968961019664977920"";https://twitter.com/digitalcamerasx/status/968961019664977920",,,,,,,,,,,,,
";2018-02-28 22:24;""Samsungâ€™s Galaxy S9 And S9+ Are Super Cameras (And", Oh, Yeah," Phones) http://dlvr.it/QJDDQ2 pic.twitter.com/qJq4jjStsY"";;""968960138139725824"";https://twitter.com/GusQua/status/968960138139725824",,,,,,,,,,,
";2018-02-28 22:24;""Offers and Deals on # HumpDay 2/28: # Samsung # Galaxy J7 Prime (32GB) G610F/DS - 5.5"" Dual SIM Unlocked # Phone with $213.95 http://amzn.to/2zEhRpP"";# # # #;""968960085249675267"";https://twitter.com/careerbarn/status/968960085249675267",,,,,,,,,,,,,,
";2018-02-28 22:22;""My family member got that phone"," itâ€™s like a dove in the wild of apple and Samsung"";;""968959560110301185"";https://twitter.com/mcbircher/status/968959560110301185",,,,,,,,,,,,,
";2018-02-28 22:22;""Tweeting from old phone because new phone just turned itself off", rebooted, asked me for my encrypted password (never set one up)," showed a blue screen saying ERASING????? and now has a black screen saying SAMSUNG"";;""968959550727614466"";https://twitter.com/outofmyplanet/status/968959550727614466",,,,,,,,,,,
";2018-02-28 22:19;""@ Samsung I turned on my S6 5 hrs ago at 100% battery"," made a single 1 minute phone call then left my screen off. My battery is now at 10% after 4hrs and 59 minutes of locked screen. What the hell!?"";;""968958821899972608"";https://twitter.com/thorrds/status/968958821899972608",,,,,,,,,,,,,
";2018-02-28 22:14;""I upgraded from the moto g4 to the samsung s8 when it came out. Such a good phone", still using it to this day. Seeing the s9, yeah i coulda waited for it to be released. And i aint spending Â£700+ for the new one. I dont see much reason to upgrade anyways," very little change s8-s9"";;""968957586325327872"";https://twitter.com/Edwardian22100/status/968957586325327872",,,,,,,,,,,
";2018-02-28 22:13;""Just heard get stupid on the tv advert for the new Samsung phone and nearly cried !! So proud of @ AstonMerrygold"";;""968957397321551872"";https://twitter.com/heartrockbws/status/968957397321551872",,,,,,,,,,,,,,
";2018-02-28 22:10;""GUESS WHAT SPRINT FAMILY?! PreOrders for the Samsung Galaxy S9 and S9+ start Fri 3/2! This phone has Samsung's BEST smartphone camera EVER; low light camera", dual lens, advanced AR/AI technology and much more. What color do YOU want? Midnight black," Coral Blue or Lilac Purple? pic.twitter.com/NrQ5vUMg7U"";;""968956565213544450"";https://twitter.com/LaPlataAdcomm/status/968956565213544450",,,,,,,,,,,
";2018-02-28 22:06;""Like I said"," they're both great phones. Their performances are extremely close and you can't tell the difference with day to day use. But the Samsung offers more."";;""968955544986939393"";https://twitter.com/Simon_RFC/status/968955544986939393",,,,,,,,,,,,,
";2018-02-28 22:00;""Samsungâ€™s Galaxy S9 and Nokiaâ€™s Banana Phone Steal the show at the MWC https://buff.ly/2Fbv7oP"";;""968954023322750981"";https://twitter.com/florentstroppa/status/968954023322750981",,,,,,,,,,,,,,
";2018-02-28 21:58;""PULUZ Selfie Sticks Tripod Mount Phone Clamp with 1/4 inch Screw Hole for iPhone", Samsung, HTC, Sony," LG and other Smartphones https://www.sunsky-online.com/view/603984.htm?contact=Lassie â€¦pic.twitter.com/JAdT4Yl1Jc"";;""968953694858473472"";https://twitter.com/o_shateb/status/968953694858473472",,,,,,,,,,
";2018-02-28 21:57;""@ SamsungMobile have literally just done a @ Apple and havenâ€™t changed the design of their phone at all! # s8 # s9"";# #;""968953402431627265"";https://twitter.com/BaileyALTweets/status/968953402431627265",,,,,,,,,,,,,,
";2018-02-28 21:56;""It WAS a special promotion to be fair", but the deal was too good. I got 500 Euro back for the phone," which basically covers the costs of the contract for two years. I have 4 GB of data and unlimited calls. I switched to Huawei because Samsung phones didn't really convince me."";;""968952955503292417"";https://twitter.com/kanrakuen/status/968952955503292417",,,,,,,,,,,,
";2018-02-28 21:55;""Apple's face recognition is better than Samsung's if they are use alone and with nothing else", but the isn't the case. Iris scanning is better than anything else on a phone. A fingerprint sensor is great for certain situations," like when you're laying down."";;""968952921722322944"";https://twitter.com/Simon_RFC/status/968952921722322944",,,,,,,,,,,,
";2018-02-28 21:49;""Buying any of them is nutty but AAPL earnings gave you a reason to back off along with reports of declining smart phone sales everywhere and Samsung cutting glass production. AAPl wont make it up in iPad or mac sales."";;""968951296668643328"";https://twitter.com/jmllubber/status/968951296668643328",,,,,,,,,,,,,,
";2018-02-28 21:45;""MetroPCS sells high end Samsung's and Iphones. U have to pay full price for the phone but there's no contracts. Highest plan they have is $60/month unlimited everything."";;""968950359560466433"";https://twitter.com/laneshots10/status/968950359560466433",,,,,,,,,,,,,,
";2018-02-28 21:42;""Yup. My second smartphone was an iPhone 4S. My first was an HTC Touch with Windows Mobile. 3rd was Samsung Galaxy S4. I used 2 versions of a crackberry and a windows phone for work. I've be everywhere man..."";;""968949620796620800"";https://twitter.com/PrimeBane/status/968949620796620800",,,,,,,,,,,,,,
";2018-02-28 21:38;""in tre yes it's more expensive"," i find it weird too but all other carrier like comviq it says that the phone costs about 9000 sek. and even Samsung's website it says the phone cost about 9000 sek pic.twitter.com/EmDo9DqIVW"";;""968948567967756288"";https://twitter.com/hasan_997/status/968948567967756288",,,,,,,,,,,,,
";2018-02-28 21:31;""I just spent an entire week without my iPhone", only using a Samsung galaxy sII and Iâ€™m so happy I got it back. It feels damn good to have a phone with a smooth," non cracked screen"";;""968946854779150336"";https://twitter.com/dablackparade24/status/968946854779150336",,,,,,,,,,,,
";2018-02-28 21:30;""# Tech # Review Samsung Galaxy S9 - The Samsung Galaxy S9 is all about the camera. Samsung's tagline for its ninth generation flagship phone is â€˜The camera. Reimagined.â€? and it's keen to let you know it has done a lot of work on the snapper. Why is it ... http://ow.ly/xEOc50gFIOP"";# #;""968946615385034757"";https://twitter.com/LNPServerMGMT/status/968946615385034757",,,,,,,,,,,,,,
";2018-02-28 21:29;""For 30% off @ anoellejay apparel", accessories, iPhone and @ samsung phone cases," & tshirts on @ society6 Click here >>> http://buff.ly/2FEaAHw Easter and Mother's Day is around the corner! # BlackArtists # BlackHistoryMonth # blackgirlsrock # blackart # BlackGirlMagic Run in style!pic.twitter.com/7SuDK8xy4I"";# # # # #;""968946378629099521"";https://twitter.com/ANoelleJay/status/968946378629099521",,,,,,,,,,,
";2018-02-28 21:27;""Purple and Pink Sleepy Bears Samsung Galaxy S8 Phone Case Galaxy S8 https://artofwhere.com/artists/purplemoon/device-cases/galaxy-s8/1295265 â€?via @ artofwhereteam # purple #2018 # coloroftheyear # kimono # wedding # background # shirt # leggings # pretty # baby # yoga # athletic # headband # scarf # phonecase # iPhone # samsung # dress # beanie"";# #2018 # # # # # # # # # # # # # # # # #;""968945893515804672"";https://twitter.com/IshaTaeJade/status/968945893515804672",,,,,,,,,,,,,,
";2018-02-28 21:25;""Dang y'all just came out with the 8 and now 9?! Well Samsung y'all on topic(p.s if you guys never invented the note phones I couldn't be the artist I am today thx"";;""968945202785345536"";https://twitter.com/marithefox104/status/968945202785345536",,,,,,,,,,,,,,
";2018-02-28 21:23;""My Samsung S7 is using 9.17 GB of it's 32GB just for ""System memory"" (not Apps", pics or vid," nor cache or ""other"")... How is Nokia selling even an 8GB Andriod phone? https://www.nokia.com/en_us/phones/nokia-2 â€?""Pre-installed system software and apps use a significant part of memory space."""";;""968944656468779008"";https://twitter.com/stevedz/status/968944656468779008",,,,,,,,,,,,
";2018-02-28 21:21;""Bought a new Samsung today", Switched it on, selected restore and everything I had on the phone I drove over is now on my new phone," I am impressed"";;""968944373881802752"";https://twitter.com/JimNotBob/status/968944373881802752",,,,,,,,,,,
";2018-02-28 21:21;""I just got an el cheapo Samsung J3 Emerge. Half decent", but I don't need high end specs or run tons of stuff on my phones. My old ones screen was turning yellow, from burn in," and I wanted a better camera."";;""968944219426557952"";https://twitter.com/xxDigiPxx/status/968944219426557952",,,,,,,,,,,
";2018-02-28 21:18;""My pleasure Monica. Let me know if/when you buy the Google phone and if you are happy with it and have a great day too!"";;""968943493220569088"";https://twitter.com/goinvestboston/status/968943493220569088",,,,,,,,,,,,,,
";2018-02-28 21:15;""I have only owned Samsung since I left Blackberry. One of the things that is making me even consider other phone is that"," the pre-loaded shit i cant take off and the battery life. It is nice you took the time to give me your review. I think I am inclined to leave Samsung too."";;""968942795011616769"";https://twitter.com/TonedDownMo/status/968942795011616769",,,,,,,,,,,,,
";2018-02-28 21:15;""Totally agree. And there are Samsung phones. The writer hasn't heard of Pixel I guess."";;""968942720457871361"";https://twitter.com/PJ_CRACKER/status/968942720457871361",,,,,,,,,,,,,,
";2018-02-28 21:15;""It's # CLEAR with purple and yellow wildflowers an initial letter and name for # personalization This Uncommon # GooglePixel XL # phonecase also available for some Apple and Samsung phones http://ow.ly/q4WV30iFFqy via @ zazzle"";# # # #;""968942703097589760"";https://twitter.com/TheAspenStand/status/968942703097589760",,,,,,,,,,,,,,
";2018-02-28 21:08;""Every @ google phone I have ever owned was awesome. If you buy the @ SamsungMobile they will pre-load nonsense you cannot delete whereas from $ GOOG it is only their apps which are useful. Oh and the battery on a Samsung.....sucks.....it was my first # smartphone and it was painful"";#;""968941041129787392"";https://twitter.com/goinvestboston/status/968941041129787392",,,,,,,,,,,,,,
";2018-02-28 21:03;""In Ear Headphones VMTOP Earphones With Microphone 3.5mm Earbuds for iPhone ",Samsung ,Smart Phones, Android," Tablet and Other Compatible Devices Whiteâž¼BUY NOWâž?https://www.nowarticles.com/store/in-ear-headphones-vmtop-earphones-with-microphone-3-5mm-earbuds-for-iphone-samsung-smart-phones-android-tablet-and-other-compatible-devices-white/ â€¦pic.twitter.com/pBPexv7g5j"";;""968939798739193856"";https://twitter.com/ILoveUShopping/status/968939798739193856",,,,,,,,,,
";2018-02-28 21:00;""# LighteningDeal Car Phone Mount Cell Phone Holder for Car Air Vent Universal Iphone X 8 7 6 6s Plus 5 5s 5c Samsung S8 S7 S6 LG HTC and other Smartphone | $ 6.24 [70% discount] | https://www.amazon.com/Holder-Universal-Iphone-Samsung-Smartphone/dp/B0785FJ2KY?tag=usondeals_tw-20 â€?# Amazon # Electronics"";# # #;""968939040543313922"";https://twitter.com/USonDeals/status/968939040543313922",,,,,,,,,,,,,,
";2018-02-28 20:57;""Donâ€™t miss the MetroPCS Best Free Phone Event Ever! Switch to MetroPCS and choose from more amazing free phones than ever before", from great brands like Samsung," LG and more. @ MetroPCS. Wireless Figured Out. http://bit.ly/Switch-MPCS # DJMetroPCS # adpic.twitter.com/cxhStj4msu"";# #;""968938234305810432"";https://twitter.com/989TheRockKQRC/status/968938234305810432",,,,,,,,,,,,
";2018-02-28 20:53;""Dear @ SamsungMobile can you please let me have the S9 or S9+ already"," please please please. Also my S7 Edge is dying and I really need a new phone."";;""968937323172950017"";https://twitter.com/NikoliE/status/968937323172950017",,,,,,,,,,,,,
";2018-02-28 20:53;""Burch says the night of May 20th he went to the mall after dinner with Ed and Lynda to buy a new phone; Lynda put him on her plan; he got a black Samsung Galaxy S5 # BurchTrial @ RobynOguinye â€?bei Brown County Courthouse"";#;""968937243963543553"";https://twitter.com/WFRVNews/status/968937243963543553",,,,,,,,,,,,,,
";2018-02-28 20:52;""8 minor differences between the Galaxy S9 and S8 didnâ€™t notice her |||Galaxy S8", Galaxy S9, Phones," Samsung |||http://ift.tt/2t5Qxio | # Tech # Technology # Science # BigData # Awesome # iPhone # ios # Android # Mobile # Video # Design # Innovation # Startups # google # smartphone |pic.twitter.com/9sENxLM07p"";# # # # # # # # # # # # # # #;""968936893542002696"";https://twitter.com/dir__business/status/968936893542002696",,,,,,,,,,,
";2018-02-28 20:51;""After dinner at 8:30PM Friday May 20th"," Burch and the Jacksons go to the cell phone company Cellcom at Bay Park Square. Burch had been telling them he was about to be out of a phone. Jacksons are nice enough to put him on their plan. Samsung galaxy s5 he gets free. # BurchTrial"";#;""968936746917474305"";https://twitter.com/AndreaHayNews/status/968936746917474305",,,,,,,,,,,,,
";2018-02-28 20:50;""FYI-- While at the mall", Burch says he did get a cellphone-- a Black Samsung Galaxy S5. Everything on his previous phone was transfered over to his new phone and was activated. All contacts," emails was tied into new phone. # BurchTrial"";#;""968936523570778112"";https://twitter.com/BritSchmidtNews/status/968936523570778112",,,,,,,,,,,,
";2018-02-28 20:50;""So lately Iâ€™ve read a lot of reviews on the iPhone 10 and I have to say .....these baby tech reviewers are so picky and Whiney # faceid works with and without a hat etc"," the camera is great and overall itâ€™s a damn good phone .... # comingfromanote8user # apple # samsung # damnkids"";# # # # #;""968936472664596481"";https://twitter.com/Motorcityjay313/status/968936472664596481",,,,,,,,,,,,,
";2018-02-28 20:48;""Snow Tip! Charge your phone fully before you start your journey! Great prices on 12V car chargers and charging cables for Samsung"," Apple and more here: https://goo.gl/R43Kej # blizzard # thebeastfromtheeast # beastfromtheeast # sneachta # sneachtageddon # micksgarage # winter # snowpic.twitter.com/zxIWFeNU6i"";# # # # # # # #;""968935959550099458"";https://twitter.com/MicksGarage/status/968935959550099458",,,,,,,,,,,,,
";2018-02-28 20:44;""Just try using a Samsung phone for a day and making sense of their nonsense emojis"";;""968935045992886273"";https://twitter.com/_luke_warm/status/968935045992886273",,,,,,,,,,,,,,
";2018-02-28 20:32;""2nd act for phones... Your Love of Your Old Smartphone Is a Problem for @ Apple and @ Samsung https://www.wsj.com/articles/your-love-of-your-old-smartphone-is-a-problem-for-apple-and-samsung-1519822801 â€?;;""968932028921073664"";https://twitter.com/TheRudinGroup/status/968932028921073664",,,,,,,,,,,,,,
";2018-02-28 20:30;""# Tech # Review Voga V - Once upon a time", Samsung unveiled a phone with a unique characteristic: it had a built-in projector. Back in 2012, the Samsung Galaxy Beam thrilled us with this innovative feature. That said, both the Beam and its follow-up," th... http://ow.ly/6aux50gFGTG"";# #;""968931469455392771"";https://twitter.com/LNPServerMGMT/status/968931469455392771",,,,,,,,,,
";2018-02-28 20:29;""For 30% off @ anoellejay apparel", accessories, iPhone and @ samsung phone cases," & tshirts on @ society6 Click here >>> http://buff.ly/2HTRJci Easter and Mother's Day is around the corner! # BlackArtists # BlackHistoryMonth # blackgirlsrock # blackart # BlackGirlMagic Run in style!pic.twitter.com/Fw1YjKe0O6"";# # # # #;""968931259832467456"";https://twitter.com/ANoelleJay/status/968931259832467456",,,,,,,,,,,
";2018-02-28 20:25;""I need a new phone......my Samsung fell and broke my heart... and I refuse to pay that Ridiculous amount that can buy a Horse to fix it."";;""968930189379100673"";https://twitter.com/anitaowusuMR/status/968930189379100673",,,,,,,,,,,,,,
";2018-02-28 20:23;""Honestly"," the S9 is not worth getting. You can just get an S8. The next generation Samsung will most likely have the in-display fingerprint reader and the non-lithium battery made of graphene ball which will charge your phone in 15 minutes. No joke!"";;""968929781554253824"";https://twitter.com/xin7ax/status/968929781554253824",,,,,,,,,,,,,
";2018-02-28 20:23;""Both Samsung Galaxy 7 and iPhone 5s and a laptop too. Could not submit anything as that button was greyed out. My wife paid our toll over the phone the day after I posted this and reported the issue."";;""968929682459709440"";https://twitter.com/WRNightmare/status/968929682459709440",,,,,,,,,,,,,,
";2018-02-28 20:23;""Tired? Relax and take a nap! Just don't fall asleep at your desk! Or not to mention fall asleep and drop your phone! Protect your phone with a LAZY-HANDS Grip! # PublicSleepingDay # iphone # samsung # amazon http://www.lazy-hands.com pic.twitter.com/iDW4WLtl2b"";# # # #;""968929562347393024"";https://twitter.com/lazyhandsgrips/status/968929562347393024",,,,,,,,,,,,,,
";2018-02-28 20:19;""I had a Samsung S7 Edge and loved it.. I only recently got my LG phone."";;""968928686077501440"";https://twitter.com/YourCourierGuy/status/968928686077501440",,,,,,,,,,,,,,
";2018-02-28 20:18;""# phone gear Anti Gravity Casing for iPhone and Samsung https://phone-accesso ... https://phone-accessories.online/shop/anti-gravity-casing-iphone-samsung/ â€¦pic.twitter.com/3m3pbwImge"";#;""968928382275563520"";https://twitter.com/MyPhoneMyWorld/status/968928382275563520",,,,,,,,,,,,,,
";2018-02-28 20:14;""My phone is dying and new Samsung has been unveiled"";;""968927476805226497"";https://twitter.com/banda_levy/status/968927476805226497",,,,,,,,,,,,,,
";2018-02-28 20:13;""The Galaxy S10 5G Edition launching in March 2019 would be the first 5G phone. Sadly", this thing will cost more than $1000 as 5G is power hungry and must come with a huge battery," at least initally. Samsung chose to demo a 5G tablet instead of 5G phone because of battery needs."";;""968927118158630912"";https://twitter.com/FacelessManTwit/status/968927118158630912",,,,,,,,,,,,
";2018-02-28 20:10;"". @ CRN previews @ SamsungMobile's new # GalaxyS9 and S9 Plus phones https://www.crn.com/news/mobility/video/300099771/samsungs-galaxy-s9-takes-the-stage-at-mobile-world-congress.htm â€?| @ GSMA # MWC18pic.twitter.com/CKddRew8Fy"";# #;""968926312625827840"";https://twitter.com/SKastrinelis/status/968926312625827840",,,,,,,,,,,,,,
";2018-02-28 19:58;""@ SamsungMobile the keyboard on your Galaxy S8 is the only bad and worst thing about the phone . It needs sorting out. Go back to the S6 keyboard please."";;""968923380459196417"";https://twitter.com/PrincessDaannii/status/968923380459196417",,,,,,,,,,,,,,
";2018-02-28 19:57;""I now have a Samsung S8 and it's great! My two previous phones were HTC and I didn't really want to switch but I'm happy that I did now."";;""968923035075055617"";https://twitter.com/Lemtini/status/968923035075055617",,,,,,,,,,,,,,
";2018-02-28 19:55;""Love the cameras on HTC phones", they can rival Samsung," and may be better. I have the HTC 10 and it still takes great pictures and videos!"";;""968922511021719552"";https://twitter.com/WinstonOG116/status/968922511021719552",,,,,,,,,,,,
";2018-02-28 19:50;""Passed back and forth once again between t mobile customer service people same questions same answers no resolution. Now I'm being told my Samsung s7 is out of date and I have to purchase a new phone for the 700 A signal."";;""968921405587832832"";https://twitter.com/sdcar8857/status/968921405587832832",,,,,,,,,,,,,,
";2018-02-28 19:47;""It also doesnâ€™t happen with all features. Fast and wireless charging were on phones long before iPhones had it. The higher risk charge it is"," the more likely smaller companies are to wait for Apple (or even Samsung) to go first."";;""968920728195256321"";https://twitter.com/mattbirchler/status/968920728195256321",,,,,,,,,,,,,
";2018-02-28 19:43;""I think you mean if Samsung put bunny ears on their phones Apple would say â€œitâ€™s stupid and no one will buy itâ€?and then do it anyway in a few years."";;""968919631128702976"";https://twitter.com/g0adventureg0/status/968919631128702976",,,,,,,,,,,,,,
";2018-02-28 19:42;""#5: Bluetooth Headset "," Wireless Earbud In-Ear headphone Earpiece Earphone for apple iPhone 7 7 plus 6s 6s plus and Samsung Galaxy S7 S8 and Android Phones http://ift.tt/2t1upWt"";#5;""968919277536468993"";https://twitter.com/slamhouse1120/status/968919277536468993",,,,,,,,,,,,,
";2018-02-28 19:41;""This is why samsung is better in the pay from your phone aspect. Samsung allows you to immulate a magnetic strip with the phone and can use samsung pay EVERYWHERE that accepts a card swipe."";;""968919045033549824"";https://twitter.com/KS_Garage_/status/968919045033549824",,,,,,,,,,,,,,
";2018-02-28 19:34;""That's what they always say after an event . Sales will do the talking and at 11mm thick people will choose slimmer devices . Fat phones are a thing of the past and they never deliver on what's needed to beat the likes of Samsung Huawei and Apple . Even OnePlus outsells sony"";;""968917370579320834"";https://twitter.com/richie_0316/status/968917370579320834",,,,,,,,,,,,,,
